time,open,high,low,close,tickVolume
2024-10-28 21:00:00+00:00,1.08115,1.08189,1.08053,1.08153,3646
2024-10-29 01:00:00+00:00,1.08152,1.08177,1.08056,1.08084,8536
2024-10-29 05:00:00+00:00,1.08083,1.082,1.08051,1.0818,11273
2024-10-29 09:00:00+00:00,1.0818,1.08259,1.07716,1.0777,16657
2024-10-29 13:00:00+00:00,1.0777,1.08117,1.07684,1.07985,28422
2024-10-29 17:00:00+00:00,1.07985,1.08179,1.07976,1.08176,11841
2024-10-29 21:00:00+00:00,1.08059,1.08256,1.08059,1.08214,4252
2024-10-30 01:00:00+00:00,1.08214,1.08254,1.08126,1.08162,8402
2024-10-30 05:00:00+00:00,1.08163,1.08442,1.08136,1.0835,12190
2024-10-30 09:00:00+00:00,1.08361,1.0859,1.08074,1.08135,21336
2024-10-30 13:00:00+00:00,1.08136,1.08664,1.08109,1.08605,26392
2024-10-30 17:00:00+00:00,1.08604,1.08708,1.08532,1.08564,10803
2024-10-30 21:00:00+00:00,1.0851,1.08597,1.0851,1.08529,4457
2024-10-31 01:00:00+00:00,1.08528,1.08577,1.08437,1.08473,9005
2024-10-31 05:00:00+00:00,1.08472,1.08631,1.08462,1.08559,13479
2024-10-31 09:00:00+00:00,1.08558,1.08862,1.08537,1.08794,19564
2024-10-31 13:00:00+00:00,1.08793,1.08877,1.08458,1.08577,31940
2024-10-31 17:00:00+00:00,1.08577,1.08845,1.08549,1.08832,13434
2024-10-31 21:00:00+00:00,1.08794,1.0887,1.08794,1.08861,4658
2024-11-01 01:00:00+00:00,1.08861,1.08882,1.08747,1.08767,8253
2024-11-01 05:00:00+00:00,1.08768,1.08776,1.08568,1.0862,11171
2024-11-01 09:00:00+00:00,1.0862,1.09054,1.08519,1.08857,20250
2024-11-01 13:00:00+00:00,1.08856,1.08893,1.08458,1.0852,28094
2024-11-01 17:00:00+00:00,1.08519,1.08524,1.08314,1.08339,10477
2024-11-03 22:00:00+00:00,1.08779,1.08909,1.08694,1.08879,9634
2024-11-04 02:00:00+00:00,1.08878,1.09045,1.08844,1.08985,10809
2024-11-04 06:00:00+00:00,1.08986,1.09017,1.08868,1.08957,15084
2024-11-04 10:00:00+00:00,1.08958,1.09142,1.08929,1.09047,13708
2024-11-04 14:00:00+00:00,1.09046,1.09093,1.08794,1.08882,19538
2024-11-04 18:00:00+00:00,1.08883,1.08888,1.08734,1.08767,8749
2024-11-04 22:00:00+00:00,1.08709,1.0879,1.08709,1.08771,4401
2024-11-05 02:00:00+00:00,1.08772,1.08796,1.0874,1.08782,6125
2024-11-05 06:00:00+00:00,1.08781,1.08972,1.08766,1.08914,10319
2024-11-05 10:00:00+00:00,1.08915,1.09013,1.08891,1.08923,10246
2024-11-05 14:00:00+00:00,1.08923,1.093,1.08898,1.09297,20541
2024-11-05 18:00:00+00:00,1.09298,1.0936,1.09237,1.09291,9965
2024-11-05 22:00:00+00:00,1.09244,1.09367,1.08211,1.0836,35963
2024-11-06 02:00:00+00:00,1.08359,1.08389,1.07183,1.07595,58297
2024-11-06 06:00:00+00:00,1.07597,1.07811,1.07025,1.07548,46754
2024-11-06 10:00:00+00:00,1.07547,1.07614,1.06821,1.07095,38422
2024-11-06 14:00:00+00:00,1.07095,1.07448,1.06979,1.07268,37785
2024-11-06 18:00:00+00:00,1.07269,1.07577,1.07258,1.07285,18660
2024-11-06 22:00:00+00:00,1.07222,1.07368,1.07123,1.07173,8254
2024-11-07 02:00:00+00:00,1.07173,1.07474,1.0717,1.07458,9364
2024-11-07 06:00:00+00:00,1.07458,1.07712,1.07406,1.07459,21160
2024-11-07 10:00:00+00:00,1.07459,1.07943,1.07459,1.07919,23603
2024-11-07 14:00:00+00:00,1.07919,1.08243,1.07808,1.08044,26940
2024-11-07 18:00:00+00:00,1.08046,1.08091,1.07666,1.08027,30842
2024-11-07 22:00:00+00:00,1.08044,1.08049,1.07786,1.07865,8501
2024-11-08 02:00:00+00:00,1.07866,1.07893,1.07761,1.07812,8865
2024-11-08 06:00:00+00:00,1.07814,1.07888,1.07605,1.07786,23461
2024-11-08 10:00:00+00:00,1.07786,1.0797,1.0744,1.07525,21648
2024-11-08 14:00:00+00:00,1.07526,1.07652,1.06864,1.07086,28414
2024-11-08 18:00:00+00:00,1.07087,1.07211,1.06994,1.07177,11836
2024-11-10 22:00:00+00:00,1.07043,1.07275,1.07023,1.07198,9431
2024-11-11 02:00:00+00:00,1.07198,1.07267,1.07074,1.0717,8092
2024-11-11 06:00:00+00:00,1.07171,1.07217,1.06676,1.0681,19564
2024-11-11 10:00:00+00:00,1.06808,1.0688,1.06362,1.06476,18257
2024-11-11 14:00:00+00:00,1.06476,1.06571,1.06281,1.06486,16524
2024-11-11 18:00:00+00:00,1.06485,1.06574,1.06455,1.06551,7474
2024-11-11 22:00:00+00:00,1.06487,1.06627,1.06473,1.06478,7265
2024-11-12 02:00:00+00:00,1.06478,1.06516,1.06374,1.06394,10081
2024-11-12 06:00:00+00:00,1.06392,1.06392,1.0616,1.06256,19199
2024-11-12 10:00:00+00:00,1.06257,1.06293,1.06058,1.06225,20823
2024-11-12 14:00:00+00:00,1.06224,1.06256,1.05946,1.06063,26192
2024-11-12 18:00:00+00:00,1.06064,1.06263,1.06061,1.06232,10653
2024-11-12 22:00:00+00:00,1.062,1.06288,1.06104,1.06275,9086
2024-11-13 02:00:00+00:00,1.06276,1.0629,1.0609,1.06126,7774
2024-11-13 06:00:00+00:00,1.06126,1.06294,1.05929,1.06264,15405
2024-11-13 10:00:00+00:00,1.06265,1.06538,1.06096,1.0636,25955
2024-11-13 14:00:00+00:00,1.06361,1.06376,1.05553,1.05684,43095
2024-11-13 18:00:00+00:00,1.05683,1.05754,1.0556,1.05637,12916
2024-11-13 22:00:00+00:00,1.05619,1.05682,1.05506,1.05556,7885
2024-11-14 02:00:00+00:00,1.05556,1.05573,1.05336,1.05467,9085
2024-11-14 06:00:00+00:00,1.05467,1.05577,1.05172,1.05198,18541
2024-11-14 10:00:00+00:00,1.052,1.05447,1.04959,1.053,29273
2024-11-14 14:00:00+00:00,1.05298,1.0582,1.0529,1.05588,30861
2024-11-14 18:00:00+00:00,1.0559,1.05601,1.05115,1.05295,20364
2024-11-14 22:00:00+00:00,1.05295,1.05411,1.05231,1.05314,8508
2024-11-15 02:00:00+00:00,1.05314,1.05456,1.05313,1.05398,8998
2024-11-15 06:00:00+00:00,1.05397,1.05795,1.05332,1.05618,18814
2024-11-15 10:00:00+00:00,1.05617,1.05924,1.05535,1.0558,25393
2024-11-15 14:00:00+00:00,1.05578,1.05629,1.05227,1.05482,36721
2024-11-15 18:00:00+00:00,1.05483,1.05543,1.05159,1.0533,14848
2024-11-17 22:00:00+00:00,1.05296,1.05501,1.05293,1.05417,10693
2024-11-18 02:00:00+00:00,1.05416,1.05461,1.05298,1.05377,8849
2024-11-18 06:00:00+00:00,1.05376,1.05708,1.05357,1.05658,16862
2024-11-18 10:00:00+00:00,1.05657,1.05682,1.0532,1.05673,17909
2024-11-18 14:00:00+00:00,1.05674,1.0592,1.05601,1.05907,20360
2024-11-18 18:00:00+00:00,1.05906,1.06067,1.05868,1.05978,9622
2024-11-18 22:00:00+00:00,1.05977,1.05992,1.05866,1.05927,7306
2024-11-19 02:00:00+00:00,1.05927,1.06004,1.05822,1.05831,9022
2024-11-19 06:00:00+00:00,1.05832,1.05958,1.05229,1.0549,23786
2024-11-19 10:00:00+00:00,1.05491,1.05968,1.05429,1.05764,19326
2024-11-19 14:00:00+00:00,1.05764,1.06002,1.05651,1.05798,24386
2024-11-19 18:00:00+00:00,1.05795,1.05974,1.05706,1.05956,9073
2024-11-19 22:00:00+00:00,1.05872,1.06093,1.05872,1.05997,5941
2024-11-20 02:00:00+00:00,1.06,1.06029,1.05861,1.05866,5254
2024-11-20 06:00:00+00:00,1.05864,1.0595,1.05526,1.05551,16013
2024-11-20 10:00:00+00:00,1.05549,1.05675,1.05417,1.05561,16279
2024-11-20 14:00:00+00:00,1.05561,1.05564,1.05062,1.05316,22037
2024-11-20 18:00:00+00:00,1.05314,1.05439,1.05251,1.05431,7806
2024-11-20 22:00:00+00:00,1.0538,1.05492,1.05379,1.05453,4244
2024-11-21 02:00:00+00:00,1.05454,1.05545,1.05453,1.05461,5217
2024-11-21 06:00:00+00:00,1.05465,1.0554,1.05135,1.05164,19102
2024-11-21 10:00:00+00:00,1.05166,1.05388,1.05134,1.05324,17925
2024-11-21 14:00:00+00:00,1.05325,1.05442,1.04617,1.04869,30593
2024-11-21 18:00:00+00:00,1.04869,1.04889,1.04713,1.04736,9613
2024-11-21 22:00:00+00:00,1.04713,1.04773,1.0466,1.04712,5679
2024-11-22 02:00:00+00:00,1.04711,1.04778,1.04611,1.04642,7131
2024-11-22 06:00:00+00:00,1.04641,1.04977,1.03311,1.04016,29008
2024-11-22 10:00:00+00:00,1.04017,1.0437,1.03845,1.0429,26863
2024-11-22 14:00:00+00:00,1.04291,1.04343,1.03916,1.04185,27778
2024-11-22 18:00:00+00:00,1.04185,1.0425,1.04076,1.04171,8909
2024-11-24 22:00:00+00:00,1.04755,1.05009,1.04607,1.04774,12420
2024-11-25 02:00:00+00:00,1.04772,1.0489,1.04741,1.04787,8510
2024-11-25 06:00:00+00:00,1.04788,1.04966,1.04484,1.04891,21661
2024-11-25 10:00:00+00:00,1.04889,1.05297,1.04736,1.0528,21612
2024-11-25 14:00:00+00:00,1.05283,1.05298,1.04661,1.04855,25768
2024-11-25 18:00:00+00:00,1.04853,1.05103,1.04853,1.04958,9157
2024-11-25 22:00:00+00:00,1.04882,1.05002,1.04246,1.04537,17915
2024-11-26 02:00:00+00:00,1.04541,1.04901,1.04508,1.04748,8322
2024-11-26 06:00:00+00:00,1.04748,1.05186,1.04695,1.05068,21854
2024-11-26 10:00:00+00:00,1.05068,1.05443,1.04997,1.05032,22106
2024-11-26 14:00:00+00:00,1.05031,1.05095,1.04633,1.047,27248
2024-11-26 18:00:00+00:00,1.047,1.04899,1.04567,1.04886,12889
2024-11-26 22:00:00+00:00,1.04834,1.04959,1.04834,1.04863,8036
2024-11-27 02:00:00+00:00,1.0486,1.04877,1.0474,1.04764,7055
2024-11-27 06:00:00+00:00,1.04763,1.05399,1.04749,1.05161,23910
2024-11-27 10:00:00+00:00,1.05159,1.05733,1.051,1.05723,23107
2024-11-27 14:00:00+00:00,1.05724,1.05872,1.05326,1.0576,30582
2024-11-27 18:00:00+00:00,1.0576,1.05783,1.05588,1.05661,9235
2024-11-27 22:00:00+00:00,1.05627,1.05688,1.05469,1.05568,6907
2024-11-28 02:00:00+00:00,1.05571,1.05607,1.05482,1.05496,7897
2024-11-28 06:00:00+00:00,1.05497,1.0556,1.05271,1.05316,20118
2024-11-28 10:00:00+00:00,1.05316,1.0556,1.05296,1.05334,14388
2024-11-28 14:00:00+00:00,1.05335,1.05565,1.0531,1.05524,11984
2024-11-28 18:00:00+00:00,1.05523,1.05567,1.05517,1.0553,981
2024-11-28 22:00:00+00:00,1.05395,1.05743,1.05395,1.05595,9238
2024-11-29 02:00:00+00:00,1.05594,1.05764,1.05587,1.05676,8379
2024-11-29 06:00:00+00:00,1.05675,1.05968,1.05514,1.05571,21032
2024-11-29 10:00:00+00:00,1.05571,1.05729,1.05476,1.05624,21604
2024-11-29 14:00:00+00:00,1.05625,1.05675,1.05411,1.05669,29873
2024-11-29 18:00:00+00:00,1.05672,1.05841,1.0567,1.05771,16986
2024-12-01 22:00:00+00:00,1.05595,1.05702,1.05275,1.05299,12279
2024-12-02 02:00:00+00:00,1.053,1.05316,1.05148,1.05215,10798
2024-12-02 06:00:00+00:00,1.05214,1.05367,1.04956,1.05131,30128
2024-12-02 10:00:00+00:00,1.0513,1.05378,1.04946,1.05051,28673
2024-12-02 14:00:00+00:00,1.05052,1.05143,1.04601,1.04872,37999
2024-12-02 18:00:00+00:00,1.04873,1.05156,1.04843,1.04973,14700
2024-12-02 22:00:00+00:00,1.04971,1.05011,1.04838,1.04875,7937
2024-12-03 02:00:00+00:00,1.04874,1.04941,1.04801,1.04911,8984
2024-12-03 06:00:00+00:00,1.0491,1.05304,1.0483,1.05201,22071
2024-12-03 10:00:00+00:00,1.05202,1.05295,1.05059,1.05235,19326
2024-12-03 14:00:00+00:00,1.05236,1.05299,1.04917,1.05278,31465
